time_s,duty_ideal,duty_quantized,voltage_quantized_V
0.989,0.471238950645744,0.471306471306471,5.65567765567766
0.99,0.471238949849592,0.471306471306471,5.65567765567766
0.991,0.471238949065413,0.471306471306471,5.65567765567766
0.992,0.471238948293029,0.471306471306471,5.65567765567766
0.993,0.471238947532262,0.471306471306471,5.65567765567766
0.994,0.47123894678294,0.471306471306471,5.65567765567766
0.995,0.471238946044891,0.471306471306471,5.65567765567766
0.996,0.471238945317947,0.471306471306471,5.65567765567766
0.997,0.47123894460194,0.471306471306471,5.65567765567766
0.998,0.471238943896709,0.471306471306471,5.65567765567766
0.999,0.471238943202091,0.471306471306471,5.65567765567766
1,0.471238942517928,0.471306471306471,5.65567765567766
